City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Namibe,AO,-15.1961,12.1522,72.79,75,97,5.08,overcast clouds
1,Busselton,AU,-33.65,115.3333,87.01,44,0,1.99,clear sky
2,Punta Arenas,CL,-53.15,-70.9167,48.2,71,0,17.27,clear sky
3,Khor,RU,47.8861,134.9464,-13.38,85,0,11.72,clear sky
4,Namatanai,PG,-3.6667,152.4333,84.49,66,100,13.27,overcast clouds
5,Tete,MZ,-16.1564,33.5867,73.35,94,90,3.22,overcast clouds
6,Atuona,PF,-9.8,-139.0333,79.07,76,84,17.18,broken clouds
7,Batagay-Alyta,RU,67.8006,130.4114,-33.41,80,89,2.24,overcast clouds
8,Chuy,UY,-33.6971,-53.4616,68.34,93,100,15.59,light rain
9,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,82.33,63,19,9.86,few clouds
10,Mandalgovi,MN,45.7625,106.2708,6.84,78,61,26.33,broken clouds
11,Hobart,AU,-42.8794,147.3294,73.99,52,40,12.66,scattered clouds
12,Harper,LR,4.375,-7.7169,78.4,87,19,6.82,few clouds
13,Kamaishi,JP,39.2667,141.8833,28.4,69,75,6.91,light snow
14,Rikitea,PF,-23.1203,-134.9692,79.38,72,0,11.52,clear sky
15,Mount Isa,AU,-20.7333,139.5,102.2,22,40,11.5,scattered clouds
16,Yellowknife,CA,62.456,-114.3525,-16.01,76,1,4.61,clear sky
17,Bredasdorp,ZA,-34.5322,20.0403,61.0,91,0,6.82,clear sky
18,Castro,BR,-24.7911,-50.0119,64.63,96,100,4.03,light rain
19,Albany,US,42.6001,-73.9662,12.99,57,8,4.0,clear sky
20,Skibbereen,IE,51.55,-9.2667,41.0,93,75,14.97,light rain
21,Butaritari,KI,3.0707,172.7902,81.34,79,36,18.48,scattered clouds
22,Saint-Philippe,RE,-21.3585,55.7679,79.0,65,0,5.75,light rain
23,Mataura,NZ,-46.1927,168.8643,73.81,35,98,3.65,overcast clouds
24,Yumbing,PH,9.2393,124.6578,80.69,74,67,16.51,broken clouds
25,Vila Velha,BR,-20.3297,-40.2925,78.8,78,40,6.91,scattered clouds
26,Ostrovnoy,RU,68.0531,39.5131,15.35,95,100,7.52,light snow
27,Cayenne,GF,4.9333,-52.3333,80.6,89,75,11.5,broken clouds
28,Ribeira Grande,PT,38.5167,-28.7,62.92,93,99,19.6,overcast clouds
29,Salaga,GH,8.5508,-0.5188,77.23,48,29,3.27,scattered clouds
30,Lucapa,AO,-8.4192,20.7447,64.49,98,99,2.89,overcast clouds
31,New Norfolk,AU,-42.7826,147.0587,73.99,37,4,1.99,clear sky
32,Ushuaia,AR,-54.8,-68.3,48.2,71,20,23.02,few clouds
33,Caravelas,BR,-17.7125,-39.2481,74.48,87,1,3.87,clear sky
34,Barrow,US,71.2906,-156.7887,-16.6,69,90,4.61,light snow
35,Kapaa,US,22.0752,-159.319,75.2,78,40,18.41,scattered clouds
36,Tromso,NO,69.6496,18.957,21.99,92,99,2.3,overcast clouds
37,Pitimbu,BR,-7.4706,-34.8086,77.0,88,20,4.61,few clouds
38,Bluff,NZ,-46.6,168.3333,58.32,72,98,11.59,overcast clouds
39,Biak,ID,-0.9131,122.8766,82.54,64,100,1.23,overcast clouds
40,Awbari,LY,26.5921,12.7805,54.32,41,0,8.48,clear sky
41,Matara,LK,5.9485,80.5353,81.3,73,52,3.33,broken clouds
42,Lodja,CD,-3.4833,23.4333,68.85,98,100,2.1,moderate rain
43,Innisfail,AU,-17.5333,146.0333,81.28,82,100,10.2,overcast clouds
44,Bethel,US,41.3712,-73.414,17.01,67,1,6.8,clear sky
45,Taoudenni,ML,22.6783,-3.9836,63.28,27,1,4.9,clear sky
46,Tuktoyaktuk,CA,69.4541,-133.0374,-34.6,67,40,4.61,scattered clouds
47,Butembo,CD,0.15,29.2833,57.97,87,83,1.88,broken clouds
48,Marzuq,YE,14.4,46.4667,55.87,61,0,2.48,clear sky
49,Kaeo,NZ,-35.1,173.7833,73.0,53,0,14.0,clear sky
50,Kodiak,US,57.79,-152.4072,32.0,51,1,19.57,clear sky
51,Porto Novo,BJ,6.4965,2.6036,82.4,83,40,9.22,scattered clouds
52,Severo-Kurilsk,RU,50.6789,156.125,25.18,95,100,34.52,light snow
53,Hithadhoo,MV,-0.6,73.0833,81.79,79,10,13.98,clear sky
54,Tshikapa,CD,-6.4167,20.8,70.52,94,100,7.58,moderate rain
55,Andenes,NO,69.3143,16.1194,24.01,73,100,2.3,overcast clouds
56,Kununurra,AU,-15.7667,128.7333,87.8,74,40,5.75,scattered clouds
57,Vaini,TO,-21.2,-175.2,86.0,79,75,13.8,light rain
58,Matamoros,MX,25.5333,-103.25,78.8,18,1,6.42,clear sky
59,Mar Del Plata,AR,-38.0023,-57.5575,61.0,51,0,18.41,clear sky
60,Cabedelo,BR,-6.9811,-34.8339,77.0,88,20,4.61,few clouds
61,Rawson,AR,-43.3002,-65.1023,60.64,60,18,14.36,few clouds
62,Carnarvon,AU,-24.8667,113.6333,91.4,58,2,4.61,clear sky
63,Hilo,US,19.7297,-155.09,78.8,57,90,9.22,light rain
64,Praxedis Guerrero,MX,31.3667,-106.0167,53.6,17,1,5.75,clear sky
65,Zhoucheng,CN,35.9122,116.3117,49.39,43,33,7.07,scattered clouds
66,Pafos,CY,34.7667,32.4167,60.8,77,0,18.41,clear sky
67,Pangody,RU,65.85,74.4859,-18.78,85,100,18.54,overcast clouds
68,Puerto Ayora,EC,-0.7393,-90.3518,78.01,90,48,7.0,scattered clouds
69,Kalmunai,LK,7.4167,81.8167,78.55,83,97,5.7,overcast clouds
70,Akyab,MM,20.15,92.9,73.62,46,100,7.67,overcast clouds
71,Chokwe,MZ,-24.5333,32.9833,75.87,87,0,3.78,clear sky
72,Jumla,NP,29.2747,82.1838,41.77,38,0,1.1,clear sky
73,Alofi,NU,-19.0595,-169.9187,80.6,78,90,10.36,light rain
74,Cape Town,ZA,-33.9258,18.4232,68.0,82,75,8.05,broken clouds
75,Hanyang,CN,32.1371,105.5126,43.0,43,25,1.14,scattered clouds
76,Bystryy Istok,RU,52.371,84.3873,5.14,94,66,7.18,broken clouds
77,Hamilton,US,39.1834,-84.5333,33.01,93,90,9.22,snow
78,Sitka,US,57.0531,-135.33,39.2,60,40,11.5,scattered clouds
79,Pimentel,PE,-6.8367,-79.9342,72.32,77,99,14.18,overcast clouds
80,Muros,ES,42.7762,-9.0603,55.0,90,100,5.99,overcast clouds
81,Saskylakh,RU,71.9167,114.0833,-33.23,83,100,10.67,overcast clouds
82,Miranda,CO,3.2499,-76.2281,67.15,61,2,4.92,clear sky
83,Ucluelet,CA,48.9329,-125.5528,45.0,91,100,5.01,light rain
84,Sao Filipe,CV,14.8961,-24.4956,74.39,60,100,11.07,overcast clouds
85,Horta,PT,38.5333,-28.6333,62.2,94,97,19.53,overcast clouds
86,Mitu,CO,1.1983,-70.1733,72.09,96,35,1.5,scattered clouds
87,Swellendam,ZA,-34.0226,20.4417,66.0,72,1,2.15,clear sky
88,Alice Springs,AU,-23.7,133.8833,96.01,20,83,16.11,broken clouds
89,Havelock,US,34.8791,-76.9013,37.0,60,1,6.91,clear sky
90,Faanui,PF,-16.4833,-151.75,82.15,68,97,6.35,overcast clouds
91,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,80.6,78,0,6.91,clear sky
92,Mezen,RU,65.8522,44.24,12.87,96,100,5.84,overcast clouds
93,Yilan,TW,24.757,121.753,75.2,50,20,12.66,few clouds
94,Tiarei,PF,-17.5333,-149.3333,77.0,73,75,21.85,moderate rain
95,Saint-Joseph,RE,-21.3667,55.6167,79.0,65,0,5.75,clear sky
96,Tasiilaq,GL,65.6145,-37.6368,21.2,33,75,11.5,broken clouds
97,Dikson,RU,73.5069,80.5464,-33.68,80,0,5.7,clear sky
98,Anjangaon,IN,21.1631,77.3094,65.43,24,0,3.58,clear sky
99,Saldanha,ZA,-33.0117,17.9442,63.37,92,0,2.84,clear sky
100,Scarborough,GB,54.2797,-0.4044,37.0,76,88,1.01,overcast clouds
101,Panaba,MX,21.2833,-88.2667,67.37,91,96,7.92,overcast clouds
102,Sioux Lookout,CA,50.1001,-91.917,21.2,93,90,8.05,light snow
103,Ovre Ardal,NO,61.3167,7.8,9.63,87,98,1.01,overcast clouds
104,Fortuna,US,40.5982,-124.1573,52.0,81,90,21.85,overcast clouds
105,Tomatlan,MX,19.9333,-105.25,71.08,60,0,1.43,clear sky
106,Turukhansk,RU,65.8167,87.9833,-31.34,76,27,5.77,scattered clouds
107,Gisborne,NZ,-38.6533,178.0042,66.99,68,79,5.99,broken clouds
108,Kargasok,RU,59.0556,80.8572,-22.72,84,100,11.21,overcast clouds
109,Saint George,US,37.1041,-113.5841,45.0,70,1,3.44,clear sky
110,Clyde River,CA,70.4692,-68.5914,-4.0,92,90,5.75,overcast clouds
111,Broome,US,42.2506,-75.833,12.2,79,1,10.36,clear sky
112,Orsha,BY,54.5153,30.4053,17.04,97,100,7.11,overcast clouds
113,Lumphat,KH,13.4878,106.9816,82.78,44,1,8.68,clear sky
114,Qaanaaq,GL,77.484,-69.3632,-5.04,77,99,2.46,overcast clouds
115,Douentza,ML,14.9951,-2.9517,60.37,29,7,3.62,clear sky
116,Sawtell,AU,-30.3833,153.1,80.6,74,22,14.97,few clouds
117,Kirakira,SB,-10.4544,161.9205,81.88,82,99,14.32,overcast clouds
118,Avera,US,33.194,-82.5271,46.4,76,40,6.91,scattered clouds
119,Poya,NC,-21.35,165.15,81.88,64,38,10.98,scattered clouds
120,Wamba,NG,8.9333,8.6,72.61,21,0,3.91,clear sky
121,Vila Franca Do Campo,PT,37.7167,-25.4333,63.0,94,75,12.66,broken clouds
122,Torbay,CA,47.6666,-52.7314,28.99,100,90,9.22,light snow
123,Hermanus,ZA,-34.4187,19.2345,61.0,90,2,9.51,clear sky
124,Coihaique,CL,-45.5752,-72.0662,55.4,62,0,1.14,clear sky
125,Obo,CF,5.3998,26.4869,68.25,25,27,5.7,scattered clouds
126,Qui Nhon,VN,13.7667,109.2333,75.02,80,100,13.06,overcast clouds
127,Shenjiamen,CN,29.9576,122.298,53.71,80,75,14.83,broken clouds
128,Chokurdakh,RU,70.6333,147.9167,-29.81,85,0,8.57,clear sky
129,Villa Bruzual,VE,9.3328,-69.1208,76.06,69,87,7.16,overcast clouds
130,Tabou,CI,4.423,-7.3528,78.17,89,11,6.91,few clouds
131,Leningradskiy,RU,69.3833,178.4167,-27.18,82,0,4.61,clear sky
132,Port Blair,IN,11.6667,92.75,82.9,69,19,12.06,few clouds
133,Villa Carlos Paz,AR,-31.4241,-64.4978,63.0,96,73,1.99,broken clouds
134,Notodden,NO,59.5594,9.2585,18.0,55,38,5.99,scattered clouds
135,Uglovskoye,RU,51.3557,80.1942,8.11,94,100,7.9,overcast clouds
136,Boa Vista,BR,2.8197,-60.6733,78.8,73,75,9.22,broken clouds
137,Lavrentiya,RU,65.5833,-171.0,-13.79,84,57,8.12,broken clouds
138,Norman Wells,CA,65.282,-126.8329,-27.4,75,75,2.3,broken clouds
139,Ahlat,TR,38.7518,42.4814,21.54,91,100,0.58,overcast clouds
140,Thompson,CA,55.7435,-97.8558,14.0,92,90,2.3,light snow
141,Beringovskiy,RU,63.05,179.3167,5.85,94,100,31.29,snow
142,Jamestown,US,42.097,-79.2353,18.0,79,1,5.75,clear sky
143,Burnie,AU,-41.0667,145.9167,62.73,77,82,8.88,broken clouds
144,Chunoyar,RU,57.4467,97.3217,-36.71,77,15,0.45,few clouds
145,Erin,US,36.3184,-87.6947,44.6,81,90,11.5,light rain
146,Vardo,NO,70.3705,31.1107,25.63,95,100,18.63,light snow
147,Guerrero Negro,MX,27.9769,-114.0611,59.54,71,64,12.28,broken clouds
148,Banswada,IN,18.3833,77.8833,71.71,56,35,6.98,scattered clouds
149,Georgetown,MY,5.4112,100.3354,84.0,57,20,9.22,few clouds
150,Naze,JP,28.3667,129.4833,62.6,51,75,6.91,broken clouds
151,Alta Floresta,BR,-9.8756,-56.0861,71.47,97,86,2.37,overcast clouds
152,Belmonte,BR,-15.8631,-38.8828,78.8,78,40,8.05,scattered clouds
153,Port Alfred,ZA,-33.5906,26.891,62.01,93,4,3.15,clear sky
154,Saint-Pierre,RE,-21.3393,55.4781,79.0,65,0,5.75,clear sky
155,Belle Fourche,US,44.6714,-103.8522,33.01,86,75,6.91,broken clouds
156,Sorland,NO,67.667,12.6934,30.11,88,61,7.4,broken clouds
157,Lebu,CL,-37.6167,-73.65,55.8,87,2,13.4,clear sky
158,Ignalina,LT,55.35,26.1667,21.85,97,100,10.56,overcast clouds
159,Victoria,HK,22.2855,114.1577,72.0,40,0,11.99,clear sky
160,Gizo,SB,-8.103,156.8419,86.52,69,60,20.85,broken clouds
161,San Juan,AR,-31.5375,-68.5364,73.71,40,56,8.55,broken clouds
162,Kvareli,GE,41.9524,45.8151,40.32,71,78,1.59,broken clouds
163,Mangrol,IN,21.1167,70.1167,63.93,34,0,10.83,clear sky
164,Ngunguru,NZ,-35.6167,174.5,73.0,53,0,14.0,clear sky
165,Kaitangata,NZ,-46.2817,169.8464,61.0,75,100,8.01,overcast clouds
166,Itarema,BR,-2.9248,-39.9167,78.6,84,100,10.36,overcast clouds
167,Haines Junction,CA,60.7522,-137.5108,-11.2,77,97,0.6,overcast clouds
168,Miracema Do Tocantins,BR,-9.5618,-48.3967,73.58,90,100,1.66,overcast clouds
169,Ternate,ID,0.8,127.4,83.41,68,100,5.06,overcast clouds
170,Sambava,MG,-14.2667,50.1667,75.92,86,0,6.22,clear sky
171,Provideniya,RU,64.3833,-173.3,-9.45,83,100,15.35,overcast clouds
172,Gat,IL,31.61,34.7642,55.0,57,0,1.99,clear sky
173,Mattawa,US,46.7379,-119.9028,41.0,87,90,2.93,overcast clouds
174,Isangel,VU,-19.55,169.2667,84.2,74,75,11.5,broken clouds
175,Ponta Do Sol,PT,32.6667,-17.1,57.0,75,15,5.01,few clouds
176,Morros,BR,-9.4467,-46.3003,75.13,75,53,3.69,broken clouds
177,Svetlogorsk,BY,52.6333,29.7333,23.41,98,100,8.99,overcast clouds
178,Chenove,FR,47.2932,5.0046,42.8,100,90,3.44,mist
179,Coquimbo,CL,-29.9533,-71.3436,64.4,94,90,3.44,overcast clouds
180,Sur,OM,22.5667,59.5289,65.23,52,0,0.47,clear sky
181,Port Augusta,AU,-32.5,137.7667,71.6,60,100,16.11,overcast clouds
182,Talnakh,RU,69.4865,88.3972,-31.23,71,0,7.14,clear sky
183,Fare,PF,-16.7,-151.0167,81.54,71,11,6.2,few clouds
184,Pisco,PE,-13.7,-76.2167,69.8,73,0,14.97,clear sky
185,Cabo San Lucas,MX,22.8909,-109.9124,66.2,82,20,3.44,few clouds
186,Yar-Sale,RU,66.8333,70.8333,-16.89,87,100,17.81,overcast clouds
187,San Pedro Del Pinatar,ES,37.8357,-0.791,59.0,41,0,10.36,clear sky
188,Lorengau,PG,-2.0226,147.2712,82.58,82,99,11.86,overcast clouds
189,Airai,TL,-8.9266,125.4092,66.16,100,100,7.7,overcast clouds
190,Lompoc,US,34.6391,-120.4579,48.2,87,1,3.96,clear sky
191,Tiksi,RU,71.6872,128.8694,-26.99,86,100,4.63,overcast clouds
192,Axim,GH,4.8699,-2.2405,78.57,89,46,7.72,scattered clouds
193,Arraial Do Cabo,BR,-22.9661,-42.0278,76.66,83,5,25.77,clear sky
194,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,82,40,11.5,scattered clouds
195,Nijar,ES,36.9665,-2.206,62.6,34,0,20.71,clear sky
196,Vershino-Darasunskiy,RU,52.35,115.5167,-19.1,84,29,3.0,scattered clouds
197,San Cristobal,VE,7.7669,-72.225,64.76,73,93,1.43,overcast clouds
198,Sulangan,PH,11.1373,123.7228,79.79,76,99,17.05,overcast clouds
199,Codrington,AU,-38.2667,141.9667,66.18,57,0,11.07,clear sky
200,Bitung,ID,1.4451,125.1824,78.8,89,40,2.3,scattered clouds
201,Barreirinha,BR,-2.7933,-57.07,74.57,94,43,3.42,scattered clouds
202,Vuktyl,RU,63.8567,57.3094,-0.47,93,100,7.38,light snow
203,Saint-Paul,RE,-21.0096,55.2707,78.8,73,0,11.5,clear sky
204,Alekseyevsk,RU,57.8406,108.3492,-34.28,79,100,2.73,overcast clouds
205,Lerwick,GB,60.1545,-1.1494,35.6,87,75,6.91,broken clouds
206,Quatre Cocos,MU,-20.2078,57.7625,78.8,83,20,6.91,few clouds
207,Bonthe,SL,7.5264,-12.505,76.93,87,32,2.26,scattered clouds
208,Avarua,CK,-21.2078,-159.775,84.2,70,75,4.61,light rain
209,Fairbanks,US,64.8378,-147.7164,-2.2,77,90,0.63,light snow
210,The Pas,CA,53.8251,-101.2541,14.0,92,90,2.89,light snow
211,Bridlington,GB,54.0831,-0.1919,37.0,83,89,8.48,overcast clouds
212,Dudinka,RU,69.4058,86.1778,-35.66,77,0,7.56,clear sky
213,Pangkalanbuun,ID,-2.6833,111.6167,86.0,65,100,2.57,overcast clouds
214,Narsaq,GL,60.9167,-46.05,39.2,30,75,26.46,broken clouds
215,Deputatskiy,RU,69.3,139.9,-24.59,89,100,1.99,overcast clouds
216,Port Hawkesbury,CA,45.6169,-61.3485,26.01,86,90,12.66,overcast clouds
217,Tuatapere,NZ,-46.1333,167.6833,66.43,48,100,2.39,light rain
218,Saint-Francois,FR,46.4154,3.9054,44.01,93,90,1.14,overcast clouds
219,Khatanga,RU,71.9667,102.5,-47.29,78,40,1.7,scattered clouds
220,Miri,MY,4.4148,114.0089,84.2,79,40,5.75,scattered clouds
221,High Level,CA,58.5169,-117.136,-5.8,92,40,3.58,scattered clouds
222,Sobolevo,RU,54.4299,31.8996,17.64,97,100,5.37,light snow
223,Mwinilunga,ZM,-11.7358,24.4293,62.26,93,100,2.19,light rain
224,Srednekolymsk,RU,67.45,153.6833,-32.62,84,100,4.99,overcast clouds
225,Mahebourg,MU,-20.4081,57.7,78.8,83,20,6.91,few clouds
226,Kruisfontein,ZA,-34.0033,24.7314,57.99,92,0,4.38,clear sky
227,Lagoa,PT,39.05,-27.9833,61.72,96,98,23.15,overcast clouds
228,Pangnirtung,CA,66.1451,-65.7125,-6.99,76,9,3.38,clear sky
229,Limon,CR,10.0,-83.0333,75.45,79,97,4.16,overcast clouds
230,Kavieng,PG,-2.5744,150.7967,83.46,73,99,14.0,overcast clouds
231,Ereymentau,KZ,51.6199,73.1033,19.26,88,100,11.14,overcast clouds
232,Ajdabiya,LY,30.7554,20.2263,59.27,54,0,8.9,clear sky
233,Arlit,NE,18.7369,7.3853,57.85,29,9,3.51,clear sky
234,Salta,AR,-24.7859,-65.4117,69.8,73,75,4.61,broken clouds
235,Port Hedland,AU,-20.3167,118.5667,93.2,49,90,14.97,overcast clouds
236,Touros,BR,-5.1989,-35.4608,77.0,88,20,3.44,few clouds
237,Bengkulu,ID,-3.8004,102.2655,75.15,90,100,3.04,overcast clouds
238,Tome,CL,-36.6167,-72.95,59.0,94,0,4.61,clear sky
239,Constitucion,CL,-35.3333,-72.4167,59.0,92,21,8.19,few clouds
240,Guadalupe Y Calvo,MX,26.1,-106.9667,43.95,68,62,3.24,broken clouds
241,Egvekinot,RU,66.3167,-179.1667,-20.29,85,100,11.1,overcast clouds
242,Souillac,MU,-20.5167,57.5167,78.8,83,20,6.91,few clouds
243,Gondanglegi,ID,-7.7479,112.0132,83.77,72,82,4.34,broken clouds
244,Chicama,PE,-7.8447,-79.1469,68.0,88,90,10.36,overcast clouds
245,Aban,RU,56.67,96.06,-37.89,79,0,1.16,clear sky
246,Seydi,TM,39.4816,62.9137,45.12,56,100,9.24,overcast clouds
247,Berkakit,RU,56.5807,124.7681,-30.46,81,100,2.37,overcast clouds
248,Pasir Gudang,MY,1.4584,103.8805,82.4,74,75,11.5,broken clouds
249,Berlevag,NO,70.8578,29.0864,24.76,95,100,18.75,light snow
250,Necochea,AR,-38.5473,-58.7368,59.0,67,59,4.0,broken clouds
251,Bambous Virieux,MU,-20.3428,57.7575,78.8,83,20,6.91,few clouds
252,Mackenzie,CA,55.2999,-123.1698,10.4,92,90,4.61,light snow
253,Colac,AU,-38.3333,143.5833,69.01,73,7,4.0,clear sky
254,Vostok,RU,46.4856,135.8833,-7.51,84,14,5.53,few clouds
255,Hoquiam,US,46.9809,-123.8893,46.0,81,90,12.66,overcast clouds
256,Selkirk,CA,50.1436,-96.8845,24.01,93,90,4.61,light snow
257,Thinadhoo,MV,0.5333,72.9333,81.86,77,12,12.41,few clouds
258,Naliya,IN,23.2667,68.8333,61.97,55,0,5.17,clear sky
259,Lexington,US,37.9887,-84.4777,35.01,93,90,16.11,light snow
260,Aykhal,RU,66.0,111.5,-31.88,81,100,11.99,overcast clouds
261,Newcastle,AU,-32.9272,151.7765,79.0,83,90,21.85,overcast clouds
262,Fort Nelson,CA,58.8053,-122.7002,-11.2,77,40,3.44,scattered clouds
263,Riyadh,SA,24.6877,46.7219,50.0,53,0,3.44,clear sky
264,Tyumentsevo,RU,53.3224,81.498,-0.42,93,100,9.82,overcast clouds
265,Cherskiy,RU,68.75,161.3,-34.69,83,0,2.15,clear sky
266,Mogadishu,SO,2.0371,45.3438,74.34,84,20,15.41,few clouds
267,Asau,RO,46.4333,26.4,37.0,80,20,18.41,light snow
268,Nelson Bay,AU,-32.7167,152.15,77.0,83,90,21.85,overcast clouds
269,Puerto Carreno,CO,6.189,-67.4859,81.05,61,65,12.39,broken clouds
270,Warri,NG,5.5167,5.75,77.72,88,6,1.63,clear sky
271,Padang,ID,-0.9492,100.3543,82.78,66,69,3.56,broken clouds
272,Shahr-E Kord,IR,32.3256,50.8644,28.0,85,0,5.61,clear sky
273,Camacha,PT,33.0833,-16.3333,57.2,88,0,4.61,clear sky
274,Sorong,ID,-0.8833,131.25,81.55,75,100,12.19,overcast clouds
275,Carauari,BR,-4.8828,-66.8958,74.12,96,82,2.48,broken clouds
276,Port Elizabeth,ZA,-33.918,25.5701,60.8,88,0,3.44,clear sky
277,Hobyo,SO,5.3505,48.5268,75.2,74,67,14.99,broken clouds
278,Salalah,OM,17.0151,54.0924,66.2,72,40,3.44,scattered clouds
279,Galesong,ID,-5.3166,119.3661,82.4,89,20,4.61,few clouds
280,Libertador General San Martin,AR,-23.8064,-64.7876,78.01,83,47,1.01,scattered clouds
281,Savalou,BJ,7.9281,1.9756,75.94,89,1,2.08,clear sky
282,Gafanha Da Encarnacao,PT,40.6181,-8.733,55.0,90,100,10.96,light rain
283,Pevek,RU,69.7008,170.3133,-33.2,84,4,3.04,clear sky
284,Auki,SB,-8.7676,160.7034,82.92,78,100,14.2,overcast clouds
285,Tiznit,MA,29.5833,-9.5,55.67,83,37,1.61,scattered clouds
286,Qinzhou,CN,21.95,108.6167,70.66,62,86,7.63,overcast clouds
287,Slonim,BY,53.0867,25.3219,18.86,97,95,8.99,overcast clouds
288,San Jose,US,37.3394,-121.895,54.0,58,20,3.13,few clouds
289,Chifeng,CN,42.2683,118.9636,19.42,92,100,1.81,overcast clouds
290,Morro Bay,US,35.3658,-120.8499,50.0,87,2,2.15,clear sky
291,Miraflores,MX,19.2167,-98.8083,68.0,32,1,8.05,clear sky
292,Kondinskoye,RU,59.6481,67.41,14.47,96,100,9.1,overcast clouds
293,Dingle,PH,10.9995,122.6711,80.78,76,90,17.36,overcast clouds
294,Samarai,PG,-10.6167,150.6667,85.87,72,100,15.99,overcast clouds
295,Atambua,ID,-9.1061,124.8925,75.7,91,100,8.86,overcast clouds
296,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.13,81,2,20.76,clear sky
297,Charters Towers,AU,-20.1,146.2667,87.46,47,98,9.31,overcast clouds
298,Grand Gaube,MU,-20.0064,57.6608,79.0,83,1,1.99,clear sky
299,Gigmoto,PH,13.7796,124.39,77.74,77,100,18.32,overcast clouds
300,Nha Trang,VN,12.25,109.1833,78.8,61,40,10.36,scattered clouds
301,Otautau,NZ,-46.15,168.0,71.46,35,98,2.66,light rain
302,Tocopilla,CL,-22.092,-70.1979,67.05,60,1,7.47,clear sky
303,East London,ZA,-33.0153,27.9116,70.34,84,71,4.12,broken clouds
304,Manaure,CO,11.7751,-72.4445,77.13,73,69,15.48,broken clouds
305,Prince Rupert,CA,54.3161,-130.3201,41.0,86,75,5.75,broken clouds
306,Gatesville,US,31.4352,-97.7439,64.4,25,1,6.91,clear sky
307,Taltal,CL,-25.4,-70.4833,65.37,75,4,6.64,clear sky
308,Itaituba,BR,-4.2761,-55.9836,73.56,95,87,1.74,overcast clouds
309,Lewisburg,US,35.4492,-86.7889,48.2,66,90,12.66,overcast clouds
310,Coolum Beach,AU,-26.5333,153.1,82.99,79,10,4.0,clear sky
311,Dubovskoye,RU,47.4092,42.7575,33.13,94,36,13.69,scattered clouds
312,Presque Isle,US,46.6811,-68.0159,1.4,78,1,4.61,clear sky
313,Iqaluit,CA,63.7506,-68.5145,-7.01,71,1,16.11,clear sky
314,Huarmey,PE,-10.0681,-78.1522,71.2,77,67,6.51,broken clouds
315,Kot Isa Khan,IN,30.95,75.1333,48.7,49,0,1.68,clear sky
316,Malaut,IN,30.2167,74.4833,51.42,40,0,3.06,clear sky
317,Pontalina,BR,-17.525,-49.4472,71.4,72,100,3.15,overcast clouds
318,Bronnoysund,NO,65.4625,12.1997,23.0,86,90,1.14,overcast clouds
319,Vao,NC,-22.6667,167.4833,76.3,79,86,21.16,overcast clouds
